id,nom_original,llengua_nom_original,nom_altra_llengua,data_inici,dia_setmana_inici,data_fi,hora_inici,hora_fi,lloc,adreca,municipi,zona_cerca,comarca,categoria,llengua_esdeveniment,descripcio_original,llengua_descripcio,url_cartell,organitzador,preu,url_reserva,url_font,data_publicacio_font,data_acces,citacio_literal,confirmacio_2026,estat_vitalitat,nivell_confianca,clau_dedup,motiu_null
2026-09-02-atelier-aquarelle-sainte-leocadie,ATELIER AQUARELLE,fr,null,2026-09-02,mercredi,2026-09-02,10:30,null,Musée de Cerdagne - Ferme Cal Mateu,"1 Avenue Cal Mateu, 66800 Sainte-Léocadie",Sainte-Léocadie,Alta Cerdanya,Cerdanya,workshop,null,"Atelier aquarelle  
Matériel compris dans le tarif de l'atelier. Les participants repartent avec leur production. Tout public (dès 7 ans).",fr,https://api.cloudly.space/resize/crop/1200/627/60/aHR0cHM6Ly9jZHQ2Ni5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9BdGVsaWVyLUFxdWFyZWxsZS0yLmpwZw==/image.jpg,Musée de Cerdagne - Ferme Cal Mateu,Tarif plein 12 €; tarif réduit 10 €; tarif enfant 6 €,null,https://www.pyrenees-cerdagne.com/planifier/activites/agenda/atelier-aquarelle-6305842,null — official page shows no publication or last-update date,2026-08-19,"Atelier aquarelle  
Matériel compris dans le tarif de l'atelier. Les participants repartent avec leur production. Tout public (dès 7 ans).

Horaires
* Le 2 septembre 2026 à 10:30","The individual official Pyrénées-Cerdagne page at https://www.pyrenees-cerdagne.com/planifier/activites/agenda/atelier-aquarelle-6305842 explicitly gives `Le 2 septembre 2026 à 10:30`, 2026 tariffs and Sainte-Léocadie. The organiser-issued `Dépliant Musée De Cerdagne 2026`, published 2026-02-21 at https://www.calameo.com/read/007004164e493bf285c3c, lists `Mercredi 02 : Atelier Aquarelle 10h30 - Tout public (dès 7 ans)` on page 14. Both sources were accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: the individual official page remains active with 2 September 2026 timing, and a targeted annulé/reported search returned no cancellation, postponement, relocation or sold-out notice. Required later re-check applies.",A,2026-09-02-sainte-leocadie-atelier-aquarelle,"{""data_publicacio_font"": ""individual official page displays no publication or last-update date; organiser programme publication date is retained in confirmacio_2026"", ""hora_fi"": ""individual official event page gives a 10:30 start but no end time"", ""llengua_esdeveniment"": ""sources are French but do not explicitly declare the workshop-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""url_reserva"": ""no online booking URL is exposed; the 2026 museum programme states booking is imperative for limited workshop places, but gives contact rather than a booking link""}"
2026-09-03-festival-pellicu-live-thuir,FESTIVAL PELLICU-LIVE,fr,null,2026-09-03,jeudi,2026-09-05,18:00,null,Parc Palauda,"Avenue Dr. Ecoiffier, 66300 Thuir",Thuir / Tuïr,Rosselló,Rosselló,music,null,"La toile parfaite se déroule à Thuir, avec un scénario digne des plus belles histoires : rires, musique, gastronomie, cinéma et moments partagés sous le soleil du Sud. Cette année encore, la recette reste la même (et toujours aussi savoureuse) : des masterclass cinéma, des shows avec des chefs incontournables, et des lives époustouflants. Et parce que toute belle histoire mérite une fin mémorable, nous clôturerons en apothéose avec la “Too Much Party” le samedi soir : une soirée déguisée, portée par des artistes qui rassemblent toutes les générations, des nostalgiques aux plus jeunes curieux, pour vivre ensemble des instants suspendus et inoubliables.❤️",fr,https://cdt66.media.tourinsoft.eu/upload/aSPRES-THUIR-PELLICULIVE26.jpg,Festival Pellicu-Live,null,https://pelliculive.seetickets.com/tour/pellicu-live-2026,https://pelliculive.fr/,null — organiser page shows no publication/update date,2026-08-19,"Du 3 septembre au 5 septembre 2026

Rendez-vous les 3, 4 et 5 septembre 2026 pour écrire, ensemble, le prochain chapitre de Pellicu-Live !

PARC PALAUDA
Avenue Dr. Ecoiffier, 66300 Thuir.

Ouverture des portes : 18h00, chaque jour","The organiser’s current 2026 programme explicitly states 3–5 September 2026 at Parc Palauda and links current 2026 ticketing. Official Pyrénées-Orientales Tourism cross-confirms `3 September 2026 to 5 September 2026`, the Thuir address and the direct published festival image at https://www.tourism-mediterraneanpyrenees.com/festival-pellicu-live/thuir/fmalar066v521kjh. Both accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: organiser, official tourism and live ticketing pages remain active; French/Catalan cancellation, postponement and closure queries returned no event-wide status exception. The organiser notes PSH/PMR platform quotas are exhausted, not that the festival is sold out.",A,2026-09-03-thuir-festival-pellicu-live,"{""data_publicacio_font"": ""organiser page shows no publication/update date"", ""hora_fi"": ""organiser gives gate opening at 18:00 and entry permitted until 23:00, not an event closing time"", ""llengua_esdeveniment"": ""source does not state the event language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""preu"": ""organiser describes ticket categories but exposes no exact public tariff on the accessible programme page""}"
2026-09-04-colorine-peinture-maureillas,Exposition de peinture par l'association Colorine,fr,null,2026-09-04,vendredi,2026-09-28,14:30,17:30,Musée du liège,"2 Avenue Maréchal Joffre, 66480 Maureillas-las-Illas",Maureillas-las-Illas,Vallespir,Vallespir,exhibition,null,"Le Musée du liège et la commune de Maureillas-Las Illas sont heureux d’accueillir une association de peinture dont le siège est au Boulou. Parmi ses adhérents, plusieurs artistes sont également maureillanais. Tous auront le plaisir de vous présenter leurs dernières créations au cours d’une exposition qui se tiendra tout le mois de septembre au Musée du liège.",fr,null,Association Colorine; Commune de Maureillas-Las Illas et Musée du liège (hosts),gratuit,null,https://www.maureillaslasillas.fr/agenda/845490,null — municipality-published detail exposes no publication/update date,2026-08-19,"DATES
Du ven. 4 sept. au lun. 28 sept.

HORAIRES
14h30 - 17h30
vernissage : vendredi 4 septembre à 18h

TARIFS
gratuit","Current municipality-published detail explicitly gives 4–28 September 2026, 14:30–17:30, the 4 September 18:00 vernissage, museum address and free admission. The official agenda page confirms the exhibition and no liveness search found cancellation, postponement, relocation or early closure. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: the current municipality-published 2026 detail remains live and targeted association/cancellation searches returned no cancellation, postponement, relocation or closure notice.",A,2026-09-04-maureillas-colorine-peinture,"{""data_publicacio_font"": ""municipality-published detail exposes no publication/update date"", ""llengua_esdeveniment"": ""source does not declare exhibition-language information"", ""nom_altra_llengua"": ""no published Catalan title version recovered"", ""url_cartell"": ""no direct dated poster or event image was exposed"", ""url_reserva"": ""source provides no booking URL""}"
2026-09-04-les-invisibles-tirailleurs-le-boulou,LES INVISIBLES : LES TIRAILLEURS SÉNÉGALAIS. WARREN SARÉ ASSOCIATION ÉCOLE SANS FRONTIÈRES VISA OFF 2025,fr,null,2026-09-04,vendredi,2026-09-30,null,null,Médiathèque Le Boulou,"Avenue Léon-Jean Grégory, 66160 Le Boulou",Le Boulou / El Voló,Vallespir,Vallespir,exhibition,null,"Les Invisibles. Engagé auprès de la jeunesse, dans un travail de transmission et de mémoire, Warren SARE vit à Ouagadougou au Burkina Faso. Emu par un récit de son grand père, « Tirailleurs sénégalais », il forme le projet de retrouver ces anciens combattants africains encore vivants dans des anciennes colonies française, enrôlés sur le théâtre des deux guerres mondiales, d’Algérie et d’Indochine. Ce travail artistique et mémoriel a pour objectif de rendre visibles « Les Invisibles » contre l’oubli de l’histoire.",fr,null,Médiathèque Le Boulou,gratuit aux heures d’ouverture,null,https://www.mairie-leboulou.fr/agenda/47620/3454-les-invisibles-les-tirailleurs-senegalais.-warren-sare-association-ecole-sans-frontieres-visa-off-2025.htm,null — official municipal page shows no publication/update date,2026-08-19,"Du 04 septembre 2026 au 30 septembre 2026

Lieu : MÉDIATHÈQUE

Entrée libre aux heures d’ouverture","The current Mairie du Boulou detail explicitly confirms 4–30 September 2026, Médiathèque venue and free access during opening hours. Current official Vallespir Tourism Catalan page independently confirms `Del 4 setembre 2026 al 30 setembre 2026`, gives Avenue Léon-Jean Grégory and a Catalan description; it provides no differently translated official title. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current municipal and official Catalan tourism details remain live; French/Catalan cancellation, postponement, closure and time-change queries returned no exhibition-specific status exception.",A,2026-09-04-le-boulou-les-invisibles-tirailleurs,"{""data_publicacio_font"": ""official municipal page shows no publication/update date"", ""hora_fi"": ""official municipal and Catalan tourism pages give date range but no daily opening hours"", ""hora_inici"": ""official municipal and Catalan tourism pages give date range but no daily opening hours"", ""llengua_esdeveniment"": ""source provides French and Catalan descriptions but does not state language(s) used in event activity"", ""nom_altra_llengua"": ""official Catalan page retains the French published title; no separate Catalan title is invented"", ""organiser_basis"": ""official Catalan tourism page credits/contact-links Médiathèque Le Boulou; no distinct production organiser is named"", ""url_cartell"": ""official tourism page labels AFF TIRAILLEURS0926 image but exposes no direct recoverable file URL"", ""url_reserva"": ""free exhibition; source provides no booking route""}"
2026-09-04-presentation-saison-culturelle-ceret,Soirée de présentation de la saison culturelle 2026-2027,fr,null,2026-09-04,vendredi,2026-09-04,18:30,21:30,Salle de l'Union,null,Céret,Vallespir,Vallespir,other,null,"La ville vous invite à découvrir la nouvelle saison culturelle lors d’une soirée de présentation vendredi 4 septembre à 18h30, à la salle de l’Union. Découvrez les rendez-vous qui rythmeront la saison 2026-2027. La soirée sera accompagnée d’une participation musicale de Fill in Guitar.",fr,null,Ville de Céret,Entrée libre; carte d’abonnement à la saison proposée à 5 € lors de cette soirée uniquement,null,https://www.ceret.fr/agenda/47761/11511-soiree-de-presentation-de-la-saison-culturelle-2026-2027.htm,null — official municipal detail exposes no publication/update date,2026-08-19,"Vendredi 04 septembre 2026

La ville vous invite à découvrir la nouvelle saison culturelle lors d’une soirée de présentation vendredi 4 septembre à 18h30, à la salle de l’Union.

Entrée libre. Carte d’abonnement à la saison proposée au tarif de 5 € lors de cette soirée uniquement.","Current official Ville de Céret detail explicitly names Friday 4 September 2026, 18:30, Salle de l’Union, municipal organiser, Fill in Guitar participation and entry conditions. Current local-calendar companion detail https://www.lepetitagenda.com/evenements/concert/presentation-de-la-saison-culturelle-20262027-9429668 independently gives a 21:30 end time. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official municipal and local-calendar 2026 pages remain live; exact annulée/reportée search returned no cancellation, postponement, relocation or sold-out notice.",A,2026-09-04-ceret-presentation-saison,"{""adreca"": ""official event page names Salle de l’Union but not a street address"", ""data_publicacio_font"": ""official detail exposes no publication/update date"", ""hora_fi"": ""21:30 is from a current independent local-calendar companion; primary municipal source states start time only"", ""llengua_esdeveniment"": ""source does not declare event-language information"", ""nom_altra_llengua"": ""no published Catalan title version recovered"", ""url_cartell"": ""official detail exposes an image area but no direct event-image URL was recovered"", ""url_reserva"": ""official detail exposes no booking URL""}"
2026-09-04-randonnee-chapelle-saint-laurent-argeles,BALADE COMMENTEE NATURE - RANDONNEE A LA CHAPELLE SAINT-LAURENT-DU-MONT (chaque vendredi),fr,null,2026-09-04,vendredi,2026-10-16,09:00,12:00,Chapelle Saint-Laurent-du-Mont,"Chemin de Valmy, 66700 Argelès-sur-Mer",Argelès-sur-Mer / Argelers,Rosselló,Rosselló,nature & outdoors,null,UNE INVITATION A RALENTIR ET DECOUVRIR LA FORET DU MASSIF DES ALBERES AUTREMENT.,fr,null,Mairie d’Argelès-sur-Mer,gratuit,null,https://www.argeles-sur-mer.com/offres/balade-commentee-nature-randonnee-a-la-chapelle-saint-laurent-du-mont-argeles-sur-mer-fr-6398529/,null — official tourism page shows no publication/update date,2026-08-19,"Chaque vendredi du 4 septembre 2026 au 16 octobre 2026
09:00 à 12:00

Chemin de Valmy, 66700 Argelès-sur-Mer

MAIRIE

Gratuit","The current official Argelès-sur-Mer Tourism event page explicitly publishes the Friday 4 September–16 October 2026 range, 09:00–12:00, Chemin de Valmy address, Mairie source and free admission. It also displays the individual 4, 11, 18 and 25 September occurrences. Source accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: official tourism and municipal-agenda pages remain live; French/Catalan cancellation, postponement, closure and date-change queries returned no event-specific status exception.",A,2026-09-04-argeles-randonnee-chapelle-saint,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state activity language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""recurrence"": ""one row models explicitly published Friday recurrence within 4 September–16 October 2026; no additional occurrences are inferred"", ""url_cartell"": ""official page exposes a generic source image but no direct dated poster URL"", ""url_reserva"": ""source provides no reservation URL""}"
2026-09-05-fete-medievale-formigueres,FÊTE MÉDIÉVALE DE FORMIGUÈRES,fr,null,2026-09-05,samedi,2026-09-05,10:30,null,Place du Village,"Place du Village, 66210 Formiguères",Formiguera / Formiguères,Capcir,Capcir,heritage,null,"Grande fête médiévale de Formiguères le samedi 5 septembre 2026.

Début des festivités à partir de 10h30:

• Spectacles de rues

•Animations

• Marché des producteurs et marché médiéval

• Arrivé du cortège royal et discours

• Grand buffet à partir de 12h30

• Concert et spectacle de feu en soirée

Renseignements et location de costumes au point info tourisme.

Venez nombreux !!!!",fr,https://formigueres.fr/wp-content/uploads/2026/08/05-07-Fete-medievale-formigueres.jpg,Mairie de Formiguères,null,null,https://www.facebook.com/MairiedeFormigueres/posts/grande-f%C3%AAte-m%C3%A9di%C3%A9vale-de-formigu%C3%A8res-le-samedi-5-septembre-2026d%C3%A9but-des-festivi/1083486077347142/,2026-08-05,2026-08-19,"Grande fête médiévale de Formiguères le samedi 5 septembre 2026.

Début des festivités à partir de 10h30:

• Spectacles de rues
•Animations
• Marché des producteurs et marché médiéval
• Arrivé du cortège royal et discours
• Grand buffet à partir de 12h30
• Concert et spectacle de feu en soirée",Official Mairie de Formiguères post explicitly states Saturday 5 September 2026. Its index record is dated 2026-08-05; the rendered post shows “August 5 at 6:05 AM”. The municipal tourism agenda independently displays the matching dated 2026 poster.,"confirmat — liveness checked 2026-08-19: current official municipal post and municipal tourism agenda show no annulé, reporté, complet or déplacé notice.",A,2026-09-05-formigueres-fete-medievale,"{""data_publicacio_font"": ""2026-08-05 is available through the direct-post search index; the rendered post itself shows month/day/time without its year"", ""hora_fi"": ""source does not publish a closing time"", ""llengua_esdeveniment"": ""source does not state the language in which the event is held"", ""nom_altra_llengua"": ""no sourced published Catalan translation"", ""preu"": ""official source publishes no price or gratuity statement"", ""url_reserva"": ""official source publishes no booking URL; it gives Point Info Tourisme telephone 04 68 04 47 35 for information and costume hire""}"
2026-09-05-fete-sort-petanque-saint-laurent-cerdans,Fête de la Sort — Concours de Pétanque,fr,null,2026-09-05,samedi,2026-09-05,10:00,16:00,Village de Saint-Laurent-de-Cerdans,null,Saint-Laurent-de-Cerdans,Vallespir,Vallespir,sports,null,"Samedi 5 septembre : Fête de la Sort
Concours de Pétanque",fr,null,null,null,null,https://www.lepetitagenda.com/evenements/fete-de-la-musique/fete-de-la-sort-concours-de-petanque/,null — current detail exposes no publication/update date,2026-08-19,"5 Sep 2026
10h00
Village Saint-Laurent-de-Cerdans
Saint-Laurent-de-Cerdans
Sport

Samedi 5 septembre : Fête de la Sort
Concours de Pétanque","The current event detail explicitly gives 5 September 2026, 10:00–16:00 and Village Saint-Laurent-de-Cerdans. The official tourism-office post published 2026-06-02 confirms a 2026 June–December festivities programme exists, but its attached programme dates were inaccessible. Sources accessed 2026-08-19.","confirmat amb limitació — liveness checked 2026-08-19: the current 2026 event detail remains live and targeted annulée/reportée/cancel·lat searches return no cancellation, postponement, relocation or sold-out notice. Direct organiser/municipal detail for the session was not recovered; mandatory recheck.",B,2026-09-05-saint-laurent-fete-sort-petanque,"{""adreca"": ""source gives village-level location only"", ""data_publicacio_font"": ""current detail exposes no publication/update date"", ""festival_modelling"": ""this is the distinct 5 September sporting session; the separately listed 6 September religious/folklore session has its own record"", ""llengua_esdeveniment"": ""source does not declare event-language information"", ""nom_altra_llengua"": ""no published Catalan title version recovered"", ""organitzador"": ""current detail does not identify an organiser"", ""preu"": ""current detail gives `Non communiqués` and no entry/tournament tariff"", ""url_cartell"": ""no direct dated poster or event image was exposed"", ""url_reserva"": ""current detail exposes no booking URL""}"
2026-09-05-forum-associations-ceret,Forum des associations,fr,null,2026-09-05,samedi,2026-09-05,09:00,12:00,Stade Fondecave,null,Céret,Vallespir,Vallespir,other,null,"La Ville organise le Forum des associations, le samedi 5 septembre 2026, de 9h à 12h, au stade Fondecave. Venez rencontrer les associations cérétanes, découvrir leurs activités et échanger avec leurs bénévoles.",fr,null,Ville de Céret,null,null,https://www.ceret.fr/agenda/47759/11511-forum-des-associations.htm?periode=509957,null — official municipal detail exposes no publication/update date,2026-08-19,"Samedi 05 septembre 2026

La Ville organise le Forum des associations, le samedi 5 septembre 2026, de 9h à 12h, au stade Fondecave.","Current official Ville de Céret event page explicitly gives Saturday 5 September 2026, 09:00–12:00, Stade Fondecave and municipal organisation. The official monthly programme PDF at https://www.ceret.fr/cms_viewFile.php?idtf=243684&path=9.pdf independently repeats the date/time and adds association contact numbers. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official municipal detail/programme remain live; exact annulé/reporté search returned no cancellation, postponement, relocation or status exception.",A,2026-09-05-ceret-forum-associations,"{""adreca"": ""official event page names Stade Fondecave but not a street address"", ""data_publicacio_font"": ""official detail exposes no publication/update date"", ""llengua_esdeveniment"": ""source does not declare event-language information"", ""nom_altra_llengua"": ""no published Catalan title version recovered"", ""preu"": ""official sources do not state admission price"", ""url_cartell"": ""official detail exposes an image area but no direct event-image URL was recovered"", ""url_reserva"": ""official detail exposes no booking URL""}"
2026-09-05-forum-associations-ille-sur-tet,Forum des Associations,fr,null,2026-09-05,samedi,2026-09-05,09:00,16:00,Espace La Catalane,"Avenue Pasteur, 66130 Ille-sur-Têt",Ille-sur-Têt / Illa,Rosselló,Rosselló,other,null,"🎉 FORUM DES ASSOCIATIONS – ILLE-SUR-TÊT 🎉

Envie de découvrir les associations de notre commune, de rencontrer leurs bénévoles et de trouver une activité qui vous ressemble ? 🤝

📅 Samedi 5 septembre 2026  
📍 À La Catalane – Ille-sur-Têt  
🕘 De 9h à 16h

🏀 Sport • 🎭 Culture • ❤️ Solidarité • 🌿 Environnement • 🎨 Loisirs • 🎓 Éducation

Venez découvrir, échanger et participer ! Il y en aura pour tous les goûts et tous les âges. 😊

👉 Une belle occasion de rencontrer celles et ceux qui font vivre notre commune tout au long de l’année !",fr,null,Mairie d'Ille sur Têt,null,null,https://www.ille-sur-tet.com/agenda/forum-des-associations-2/,null — municipal page shows no publication/update date,2026-08-19,"Samedi 5 septembre 2026
📍 À La Catalane – Ille-sur-Têt
🕘 De 9h à 16h

Lieu
Espace La Catalane
Avenue Pasteur 66130 Ille sur Tet

Organisateur
Mairie d’Ille sur Têt","Current municipal event detail explicitly confirms Saturday 5 September 2026, 09:00–16:00, Espace La Catalane, Avenue Pasteur and Mairie d’Ille sur Têt organiser. Source accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: current municipal detail and municipal social result remain live; French/Catalan cancellation and postponement queries returned no event-specific status exception.,A,2026-09-05-ille-sur-tet-forum-associations,"{""data_publicacio_font"": ""municipal page shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state event language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""preu"": ""municipal page provides no admission/tariff statement"", ""url_cartell"": ""municipal card references forum imagery but no recoverable direct dated poster URL was exposed"", ""url_reserva"": ""source provides no booking URL""}"
2026-09-05-forum-associations-le-boulou,FORUM DES ASSOCIATIONS - LE BOULOU,fr,FIRA D'ENTITATS – LE BOULOU,2026-09-05,samedi,2026-09-05,15:00,18:00,Rue Arago,"Rue Arago, 66160 Le Boulou",Le Boulou / El Voló,Vallespir,Vallespir,community,null,Venez rencontrer les associations boulounenques et trouver votre activité pour la rentrée 2026.,fr,null,Mairie du Boulou,gratuit,null,https://www.vallespir-tourisme.fr/offres/forum-des-associations-le-boulou-le-boulou-fr-6715867/,null — official tourism page shows no publication/update date,2026-08-19,"Samedi 5 septembre 2026 - 15h-18h

Rue Arago

Venez rencontrer les associations boulounenques et trouver votre activité pour la rentrée 2026

Entrée gratuite","The current official Vallespir Tourism detail explicitly confirms Saturday 5 September 2026, 15:00–18:00, Rue Arago, free entry and the 2026 rentrée association purpose. Its current Catalan version independently publishes `FIRA D’ENTITATS – LE BOULOU`, `Dissabte 5 de setembre de 2026 – De 15:00 a 18:00 h` and a Catalan description. Source accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current Tourism French/Catalan details and municipal agenda listing remain live; French/Catalan cancellation, postponement, closure and time-change queries returned no forum-specific status exception.",A,2026-09-05-le-boulou-forum-associations,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""llengua_esdeveniment"": ""source publishes French/Catalan descriptions but does not state language(s) used in event activity"", ""organiser_basis"": ""official Tourism page credits Mairie Le Boulou on source image and links municipal site; no separate organiser field is published"", ""url_cartell"": ""page credits Mairie Le Boulou image but text extraction exposes no direct poster file URL"", ""url_reserva"": ""free forum; source provides no booking route""}"
2026-09-05-forum-associations-rivesaltes,FORUM DES ASSOCIATIONS,fr,null,2026-09-05,samedi,2026-09-05,09:00,17:00,Les Dômes,"Avenue de la Marne, 66600 Rivesaltes",Rivesaltes / Ribesaltes,Rosselló,Rosselló,community,null,FORUM DES ASSOCIATIONS,fr,https://www.rivesaltes.fr/wp-content/uploads/2026/07/AFFICHE-FORUM-DES-ASSOCIATIONS-scaled.jpg,Mairie de Rivesaltes,gratuit,null,https://www.rivesaltes.fr/agenda/forum-des-associations-4/,null — official municipal page shows no publication/update date,2026-08-19,"Date — 5 septembre 2026

Heure — 09:00 - 17:00

Coût — Gratuit

Lieu — Les Dômes
Avenue de la Marne, Rivesaltes","The current official Mairie de Rivesaltes detail explicitly confirms 5 September 2026, 09:00–17:00, free entry, Les Dômes/Avenue de la Marne and a 2026/07 direct forum-poster asset. The municipal cultural agenda independently lists the same 5 September 09:00–17:00 event. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: official municipal detail, poster asset and cultural agenda remain live; French/Catalan cancellation, postponement, closure and time-change queries returned no forum-specific status exception.",A,2026-09-05-rivesaltes-forum-associations,"{""data_publicacio_font"": ""official municipal page shows no publication/update date"", ""llengua_esdeveniment"": ""municipal source does not state activity language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""organiser_basis"": ""organiser follows direct municipal publication/provenance; no separate association organiser is named"", ""url_reserva"": ""source provides no booking route""}"
2026-09-05-forum-associations-thuir,FORUM DES ASSOCIATIONS THUIR 2026,fr,null,2026-09-05,samedi,2026-09-05,09:00,13:00,null,null,Thuir / Tuïr,Rosselló,Rosselló,other,null,"Venez découvrir la vie associative de votre municipalité! En effet, chaque association et ce, tout au long de la journée propose des séances de démonstrations et aussi des informations sur les clubs aussi bien sportifs que culturels!  
Venez nombreux pour rencontrer les Associations de Thuir!  
Repli aux halles des sports en cas de pluie.",fr,null,null,null,null,https://aspres-thuir.com/evenement/forum-des-associations-thuir-2026/,null — official tourism page shows no publication/update date,2026-08-19,"Dates 5 septembre 2026 de 09:00 à 13:00

Venez découvrir la vie associative de votre municipalité!

Repli aux halles des sports en cas de pluie.","The current official Aspres-Thuir Tourism detail explicitly confirms 5 September 2026, 09:00–13:00 and the Thuir association forum programme. It supplies the Mairie de Thuir contact number but does not identify a fixed venue. Source accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official tourism detail remains live and French/Catalan cancellation, postponement and relocation queries returned no status exception. The published Halles des sports reference is conditional rain relocation, not a second venue.",B,2026-09-05-thuir-forum-associations,"{""adreca"": ""official tourism page provides no event street address"", ""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state the event language(s)"", ""lloc"": ""official tourism page provides only municipality; Halles des sports is named only as a conditional rain-relocation site"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""organitzador"": ""source provides Mairie de Thuir telephone contact but does not name an organiser"", ""preu"": ""source provides no admission/tariff statement"", ""url_cartell"": ""no direct dated poster was exposed on official tourism page"", ""url_reserva"": ""source provides no booking URL""}"
2026-09-05-forum-des-associations-saint-paul-de-fenouillet,FORUM DES ASSOCIATIONS – SAINT PAUL DE FENOUILLET,fr,null,2026-09-05,samedi,2026-09-05,09:30,null,Cour de la bibliothèque,"21 Avenue Georges Pezières, 66220 Saint-Paul-de-Fenouillet",Sant Pau de Fenollet / Saint-Paul-de-Fenouillet,Fenolleda,Rosselló,other,null,"FORUM DES ASSOCIATIONS ET ACCUEIL DES NOUVEAUX ARRIVANTS à Saint-Paul-de-Fenouillet
 A partir de 09h30 dans la cour de la bibliothèque.
 Venez à la rencontre des associations qui vous présenteront leurs activités.
 A 11h remise des trophées du mérite Saint-Paulais suivie de l'Accueil des Nouveaux Arrivants.",fr,https://cdn.tourinflow.fr/storage/photos/b1c64e6632c264312b6c9151c7f89ebb/FORUM-ASSO-2026.png,Mairie de Saint-Paul-de-Fenouillet / Festivités et patrimoine,null,null,https://www.st-paul66.com/prestataires/forum-des-associations-saint-paul-de-fenouillet/,null,2026-08-19,"FORUM DES ASSOCIATIONS ET ACCUEIL DES NOUVEAUX ARRIVANTS à Saint-Paul-de-Fenouillet
A partir de 09h30 dans la cour de la bibliothèque.
Venez à la rencontre des associations qui vous présenteront leurs activités.
A 11h remise des trophées du mérite Saint-Paulais suivie de l'Accueil des Nouveaux Arrivants.

05/09/2026 | 09:30","Mairie de Saint-Paul-de-Fenouillet municipal event page, dated 05/09/2026 on-page; page shows no publication or update date; accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current municipal event page shows no annulé, reporté, complet or déplacé notice.",A,2026-09-05-saint-paul-de-fenouillet-forum-des-associations,"{""data_publicacio_font"": ""municipal event page shows no publication or last-update date"", ""hora_fi"": ""source does not publish an end time"", ""llengua_esdeveniment"": ""source does not state the language in which the event is held"", ""nom_altra_llengua"": ""no sourced published Catalan translation"", ""preu"": ""source publishes no price or gratuity statement"", ""url_reserva"": ""source publishes no booking or registration URL""}"
